state_name,date,election_type,party,govt_type,election_key,state_abbr
arizona,1994-11-01,g,np,congress,1994-11-01-g-AZ,AZ
arkansas,1994-11-01,g,np,congress,1994-11-01-g-AR,AR
california,1994-11-01,g,np,congress,1994-11-01-g-CA,CA
colorado,1994-11-01,g,np,congress,1994-11-01-g-CO,CO
connecticut,1994-11-01,g,np,congress,1994-11-01-g-CT,CT
delaware,1994-11-01,g,np,congress,1994-11-01-g-DE,DE
district of columbia,1994-11-01,g,np,congress,1994-11-01-g-DC,DC
florida,1994-11-01,g,np,congress,1994-11-01-g-FL,FL
georgia,1994-11-01,g,np,congress,1994-11-01-g-GA,GA
idaho,1994-11-01,g,np,congress,1994-11-01-g-ID,ID
illinois,1994-11-01,g,np,congress,1994-11-01-g-IL,IL
indiana,1994-11-01,g,np,congress,1994-11-01-g-IN,IN
iowa,1994-11-01,g,np,congress,1994-11-01-g-IA,IA
kansas,1994-11-01,g,np,congress,1994-11-01-g-KS,KS
kentucky,1994-11-01,g,np,congress,1994-11-01-g-KY,KY
louisiana,1994-11-01,g,np,congress,1994-11-01-g-LA,LA
maine,1994-11-01,g,np,congress,1994-11-01-g-ME,ME
montana,1994-11-01,g,np,congress,1994-11-01-g-MT,MT
nebraska,1994-11-01,g,np,congress,1994-11-01-g-NE,NE
nevada,1994-11-01,g,np,congress,1994-11-01-g-NV,NV
new hampshire,1994-11-01,g,np,congress,1994-11-01-g-NH,NH
new jersey,1994-11-01,g,np,congress,1994-11-01-g-NJ,NJ
new mexico,1994-11-01,g,np,congress,1994-11-01-g-NM,NM
new york,1994-11-01,g,np,congress,1994-11-01-g-NY,NY
north carolina,1994-11-01,g,np,congress,1994-11-01-g-NC,NC
north dakota,1994-11-01,g,np,congress,1994-11-01-g-ND,ND
ohio,1994-11-01,g,np,congress,1994-11-01-g-OH,OH
oklahoma,1994-11-01,g,np,congress,1994-11-01-g-OK,OK
oregon,1994-11-01,g,np,congress,1994-11-01-g-OR,OR
maryland,1994-11-01,g,np,congress,1994-11-01-g-MD,MD
massachusetts,1994-11-01,g,np,congress,1994-11-01-g-MA,MA
michigan,1994-11-01,g,np,congress,1994-11-01-g-MI,MI
minnesota,1994-11-01,g,np,congress,1994-11-01-g-MN,MN
mississippi,1994-11-01,g,np,congress,1994-11-01-g-MS,MS
missouri,1994-11-01,g,np,congress,1994-11-01-g-MO,MO
pennsylvania,1994-11-01,g,np,congress,1994-11-01-g-PA,PA
rhode island,1994-11-01,g,np,congress,1994-11-01-g-RI,RI
south carolina,1994-11-01,g,np,congress,1994-11-01-g-SC,SC
south dakota,1994-11-01,g,np,congress,1994-11-01-g-SD,SD
tennessee,1994-11-01,g,np,congress,1994-11-01-g-TN,TN
texas,1994-11-01,g,np,congress,1994-11-01-g-TX,TX
utah,1994-11-01,g,np,congress,1994-11-01-g-UT,UT
vermont,1994-11-01,g,np,congress,1994-11-01-g-VT,VT
virginia,1994-11-01,g,np,congress,1994-11-01-g-VA,VA
washington,1994-11-01,g,np,congress,1994-11-01-g-WA,WA
west virginia,1994-11-01,g,np,congress,1994-11-01-g-WV,WV
wisconsin,1994-11-01,g,np,congress,1994-11-01-g-WI,WI
wyoming,1994-11-01,g,np,congress,1994-11-01-g-WY,WY
alaska,1994-11-01,g,np,congress,1994-11-01-g-AK,AK
hawaii,1994-11-01,g,np,congress,1994-11-01-g-HI,HI
guam,1994-11-01,g,np,congress,1994-11-01-g-GU,GU
american samoa,1994-11-01,g,np,congress,1994-11-01-g-AS,AS
northern mariana islands,1994-11-01,g,np,congress,1994-11-01-g-MP,MP
virgin islands,1994-11-01,g,np,congress,1994-11-01-g-VI,VI
puerto rico,1994-11-01,g,np,congress,1994-11-01-g-PR,PR
alabama,1996-11-05,g,np,congress,1996-11-05-g-AL,AL
arizona,1996-11-05,g,np,congress,1996-11-05-g-AZ,AZ
arkansas,1996-11-05,g,np,congress,1996-11-05-g-AR,AR
california,1996-11-05,g,np,congress,1996-11-05-g-CA,CA
colorado,1996-11-05,g,np,congress,1996-11-05-g-CO,CO
connecticut,1996-11-05,g,np,congress,1996-11-05-g-CT,CT
delaware,1996-11-05,g,np,congress,1996-11-05-g-DE,DE
district of columbia,1996-11-05,g,np,congress,1996-11-05-g-DC,DC
florida,1996-11-05,g,np,congress,1996-11-05-g-FL,FL
georgia,1996-11-05,g,np,congress,1996-11-05-g-GA,GA
idaho,1996-11-05,g,np,congress,1996-11-05-g-ID,ID
illinois,1996-11-05,g,np,congress,1996-11-05-g-IL,IL
indiana,1996-11-05,g,np,congress,1996-11-05-g-IN,IN
iowa,1996-11-05,g,np,congress,1996-11-05-g-IA,IA
kansas,1996-11-05,g,np,congress,1996-11-05-g-KS,KS
kentucky,1996-11-05,g,np,congress,1996-11-05-g-KY,KY
louisiana,1996-11-05,g,np,congress,1996-11-05-g-LA,LA
maine,1996-11-05,g,np,congress,1996-11-05-g-ME,ME
montana,1996-11-05,g,np,congress,1996-11-05-g-MT,MT
nebraska,1996-11-05,g,np,congress,1996-11-05-g-NE,NE
nevada,1996-11-05,g,np,congress,1996-11-05-g-NV,NV
new hampshire,1996-11-05,g,np,congress,1996-11-05-g-NH,NH
new jersey,1996-11-05,g,np,congress,1996-11-05-g-NJ,NJ
new mexico,1996-11-05,g,np,congress,1996-11-05-g-NM,NM
new york,1996-11-05,g,np,congress,1996-11-05-g-NY,NY
north carolina,1996-11-05,g,np,congress,1996-11-05-g-NC,NC
north dakota,1996-11-05,g,np,congress,1996-11-05-g-ND,ND
ohio,1996-11-05,g,np,congress,1996-11-05-g-OH,OH
oklahoma,1996-11-05,g,np,congress,1996-11-05-g-OK,OK
oregon,1996-11-05,g,np,congress,1996-11-05-g-OR,OR
maryland,1996-11-05,g,np,congress,1996-11-05-g-MD,MD
massachusetts,1996-11-05,g,np,congress,1996-11-05-g-MA,MA
michigan,1996-11-05,g,np,congress,1996-11-05-g-MI,MI
minnesota,1996-11-05,g,np,congress,1996-11-05-g-MN,MN
mississippi,1996-11-05,g,np,congress,1996-11-05-g-MS,MS
missouri,1996-11-05,g,np,congress,1996-11-05-g-MO,MO
pennsylvania,1996-11-05,g,np,congress,1996-11-05-g-PA,PA
rhode island,1996-11-05,g,np,congress,1996-11-05-g-RI,RI
south carolina,1996-11-05,g,np,congress,1996-11-05-g-SC,SC
south dakota,1996-11-05,g,np,congress,1996-11-05-g-SD,SD
tennessee,1996-11-05,g,np,congress,1996-11-05-g-TN,TN
texas,1996-11-05,g,np,congress,1996-11-05-g-TX,TX
utah,1996-11-05,g,np,congress,1996-11-05-g-UT,UT
vermont,1996-11-05,g,np,congress,1996-11-05-g-VT,VT
virginia,1996-11-05,g,np,congress,1996-11-05-g-VA,VA
washington,1996-11-05,g,np,congress,1996-11-05-g-WA,WA
west virginia,1996-11-05,g,np,congress,1996-11-05-g-WV,WV
wisconsin,1996-11-05,g,np,congress,1996-11-05-g-WI,WI
wyoming,1996-11-05,g,np,congress,1996-11-05-g-WY,WY
alaska,1996-11-05,g,np,congress,1996-11-05-g-AK,AK
hawaii,1996-11-05,g,np,congress,1996-11-05-g-HI,HI
guam,1996-11-05,g,np,congress,1996-11-05-g-GU,GU
american samoa,1996-11-05,g,np,congress,1996-11-05-g-AS,AS
northern mariana islands,1996-11-05,g,np,congress,1996-11-05-g-MP,MP
virgin islands,1996-11-05,g,np,congress,1996-11-05-g-VI,VI
puerto rico,1996-11-05,g,np,congress,1996-11-05-g-PR,PR
alabama,1998-11-03,g,np,congress,1998-11-03-g-AL,AL
arizona,1998-11-03,g,np,congress,1998-11-03-g-AZ,AZ
arkansas,1998-11-03,g,np,congress,1998-11-03-g-AR,AR
california,1998-11-03,g,np,congress,1998-11-03-g-CA,CA
colorado,1998-11-03,g,np,congress,1998-11-03-g-CO,CO
connecticut,1998-11-03,g,np,congress,1998-11-03-g-CT,CT
delaware,1998-11-03,g,np,congress,1998-11-03-g-DE,DE
district of columbia,1998-11-03,g,np,congress,1998-11-03-g-DC,DC
florida,1998-11-03,g,np,congress,1998-11-03-g-FL,FL
georgia,1998-11-03,g,np,congress,1998-11-03-g-GA,GA
idaho,1998-11-03,g,np,congress,1998-11-03-g-ID,ID
illinois,1998-11-03,g,np,congress,1998-11-03-g-IL,IL
indiana,1998-11-03,g,np,congress,1998-11-03-g-IN,IN
iowa,1998-11-03,g,np,congress,1998-11-03-g-IA,IA
kansas,1998-11-03,g,np,congress,1998-11-03-g-KS,KS
kentucky,1998-11-03,g,np,congress,1998-11-03-g-KY,KY
louisiana,1998-11-03,g,np,congress,1998-11-03-g-LA,LA
maine,1998-11-03,g,np,congress,1998-11-03-g-ME,ME
montana,1998-11-03,g,np,congress,1998-11-03-g-MT,MT
nebraska,1998-11-03,g,np,congress,1998-11-03-g-NE,NE
nevada,1998-11-03,g,np,congress,1998-11-03-g-NV,NV
new hampshire,1998-11-03,g,np,congress,1998-11-03-g-NH,NH
new jersey,1998-11-03,g,np,congress,1998-11-03-g-NJ,NJ
new mexico,1998-11-03,g,np,congress,1998-11-03-g-NM,NM
new york,1998-11-03,g,np,congress,1998-11-03-g-NY,NY
north carolina,1998-11-03,g,np,congress,1998-11-03-g-NC,NC
north dakota,1998-11-03,g,np,congress,1998-11-03-g-ND,ND
ohio,1998-11-03,g,np,congress,1998-11-03-g-OH,OH
oklahoma,1998-11-03,g,np,congress,1998-11-03-g-OK,OK
oregon,1998-11-03,g,np,congress,1998-11-03-g-OR,OR
maryland,1998-11-03,g,np,congress,1998-11-03-g-MD,MD
massachusetts,1998-11-03,g,np,congress,1998-11-03-g-MA,MA
michigan,1998-11-03,g,np,congress,1998-11-03-g-MI,MI
minnesota,1998-11-03,g,np,congress,1998-11-03-g-MN,MN
mississippi,1998-11-03,g,np,congress,1998-11-03-g-MS,MS
missouri,1998-11-03,g,np,congress,1998-11-03-g-MO,MO
pennsylvania,1998-11-03,g,np,congress,1998-11-03-g-PA,PA
rhode island,1998-11-03,g,np,congress,1998-11-03-g-RI,RI
south carolina,1998-11-03,g,np,congress,1998-11-03-g-SC,SC
south dakota,1998-11-03,g,np,congress,1998-11-03-g-SD,SD
tennessee,1998-11-03,g,np,congress,1998-11-03-g-TN,TN
texas,1998-11-03,g,np,congress,1998-11-03-g-TX,TX
utah,1998-11-03,g,np,congress,1998-11-03-g-UT,UT
vermont,1998-11-03,g,np,congress,1998-11-03-g-VT,VT
virginia,1998-11-03,g,np,congress,1998-11-03-g-VA,VA
washington,1998-11-03,g,np,congress,1998-11-03-g-WA,WA
west virginia,1998-11-03,g,np,congress,1998-11-03-g-WV,WV
wisconsin,1998-11-03,g,np,congress,1998-11-03-g-WI,WI
wyoming,1998-11-03,g,np,congress,1998-11-03-g-WY,WY
alaska,1998-11-03,g,np,congress,1998-11-03-g-AK,AK
hawaii,1998-11-03,g,np,congress,1998-11-03-g-HI,HI
guam,1998-11-03,g,np,congress,1998-11-03-g-GU,GU
american samoa,1998-11-03,g,np,congress,1998-11-03-g-AS,AS
northern mariana islands,1998-11-03,g,np,congress,1998-11-03-g-MP,MP
virgin islands,1998-11-03,g,np,congress,1998-11-03-g-VI,VI
puerto rico,1998-11-03,g,np,congress,1998-11-03-g-PR,PR
alabama,2000-11-07,g,np,congress,2000-11-07-g-AL,AL
arizona,2000-11-07,g,np,congress,2000-11-07-g-AZ,AZ
arkansas,2000-11-07,g,np,congress,2000-11-07-g-AR,AR
california,2000-11-07,g,np,congress,2000-11-07-g-CA,CA
colorado,2000-11-07,g,np,congress,2000-11-07-g-CO,CO
connecticut,2000-11-07,g,np,congress,2000-11-07-g-CT,CT
delaware,2000-11-07,g,np,congress,2000-11-07-g-DE,DE
district of columbia,2000-11-07,g,np,congress,2000-11-07-g-DC,DC
florida,2000-11-07,g,np,congress,2000-11-07-g-FL,FL
georgia,2000-11-07,g,np,congress,2000-11-07-g-GA,GA
idaho,2000-11-07,g,np,congress,2000-11-07-g-ID,ID
illinois,2000-11-07,g,np,congress,2000-11-07-g-IL,IL
indiana,2000-11-07,g,np,congress,2000-11-07-g-IN,IN
iowa,2000-11-07,g,np,congress,2000-11-07-g-IA,IA
kansas,2000-11-07,g,np,congress,2000-11-07-g-KS,KS
kentucky,2000-11-07,g,np,congress,2000-11-07-g-KY,KY
louisiana,2000-11-07,g,np,congress,2000-11-07-g-LA,LA
maine,2000-11-07,g,np,congress,2000-11-07-g-ME,ME
montana,2000-11-07,g,np,congress,2000-11-07-g-MT,MT
nebraska,2000-11-07,g,np,congress,2000-11-07-g-NE,NE
nevada,2000-11-07,g,np,congress,2000-11-07-g-NV,NV
new hampshire,2000-11-07,g,np,congress,2000-11-07-g-NH,NH
new jersey,2000-11-07,g,np,congress,2000-11-07-g-NJ,NJ
new mexico,2000-11-07,g,np,congress,2000-11-07-g-NM,NM
new york,2000-11-07,g,np,congress,2000-11-07-g-NY,NY
north carolina,2000-11-07,g,np,congress,2000-11-07-g-NC,NC
north dakota,2000-11-07,g,np,congress,2000-11-07-g-ND,ND
ohio,2000-11-07,g,np,congress,2000-11-07-g-OH,OH
oklahoma,2000-11-07,g,np,congress,2000-11-07-g-OK,OK
oregon,2000-11-07,g,np,congress,2000-11-07-g-OR,OR
maryland,2000-11-07,g,np,congress,2000-11-07-g-MD,MD
massachusetts,2000-11-07,g,np,congress,2000-11-07-g-MA,MA
michigan,2000-11-07,g,np,congress,2000-11-07-g-MI,MI
minnesota,2000-11-07,g,np,congress,2000-11-07-g-MN,MN
mississippi,2000-11-07,g,np,congress,2000-11-07-g-MS,MS
missouri,2000-11-07,g,np,congress,2000-11-07-g-MO,MO
pennsylvania,2000-11-07,g,np,congress,2000-11-07-g-PA,PA
rhode island,2000-11-07,g,np,congress,2000-11-07-g-RI,RI
south carolina,2000-11-07,g,np,congress,2000-11-07-g-SC,SC
south dakota,2000-11-07,g,np,congress,2000-11-07-g-SD,SD
tennessee,2000-11-07,g,np,congress,2000-11-07-g-TN,TN
texas,2000-11-07,g,np,congress,2000-11-07-g-TX,TX
utah,2000-11-07,g,np,congress,2000-11-07-g-UT,UT
vermont,2000-11-07,g,np,congress,2000-11-07-g-VT,VT
virginia,2000-11-07,g,np,congress,2000-11-07-g-VA,VA
washington,2000-11-07,g,np,congress,2000-11-07-g-WA,WA
west virginia,2000-11-07,g,np,congress,2000-11-07-g-WV,WV
wisconsin,2000-11-07,g,np,congress,2000-11-07-g-WI,WI
wyoming,2000-11-07,g,np,congress,2000-11-07-g-WY,WY
alaska,2000-11-07,g,np,congress,2000-11-07-g-AK,AK
hawaii,2000-11-07,g,np,congress,2000-11-07-g-HI,HI
guam,2000-11-07,g,np,congress,2000-11-07-g-GU,GU
american samoa,2000-11-07,g,np,congress,2000-11-07-g-AS,AS
northern mariana islands,2000-11-07,g,np,congress,2000-11-07-g-MP,MP
virgin islands,2000-11-07,g,np,congress,2000-11-07-g-VI,VI
puerto rico,2000-11-07,g,np,congress,2000-11-07-g-PR,PR
alabama,2002-11-05,g,np,congress,2002-11-05-g-AL,AL
arizona,2002-11-05,g,np,congress,2002-11-05-g-AZ,AZ
arkansas,2002-11-05,g,np,congress,2002-11-05-g-AR,AR
california,2002-11-05,g,np,congress,2002-11-05-g-CA,CA
colorado,2002-11-05,g,np,congress,2002-11-05-g-CO,CO
connecticut,2002-11-05,g,np,congress,2002-11-05-g-CT,CT
delaware,2002-11-05,g,np,congress,2002-11-05-g-DE,DE
district of columbia,2002-11-05,g,np,congress,2002-11-05-g-DC,DC
florida,2002-11-05,g,np,congress,2002-11-05-g-FL,FL
georgia,2002-11-05,g,np,congress,2002-11-05-g-GA,GA
idaho,2002-11-05,g,np,congress,2002-11-05-g-ID,ID
illinois,2002-11-05,g,np,congress,2002-11-05-g-IL,IL
indiana,2002-11-05,g,np,congress,2002-11-05-g-IN,IN
iowa,2002-11-05,g,np,congress,2002-11-05-g-IA,IA
kansas,2002-11-05,g,np,congress,2002-11-05-g-KS,KS
kentucky,2002-11-05,g,np,congress,2002-11-05-g-KY,KY
louisiana,2002-11-05,g,np,congress,2002-11-05-g-LA,LA
maine,2002-11-05,g,np,congress,2002-11-05-g-ME,ME
montana,2002-11-05,g,np,congress,2002-11-05-g-MT,MT
nebraska,2002-11-05,g,np,congress,2002-11-05-g-NE,NE
nevada,2002-11-05,g,np,congress,2002-11-05-g-NV,NV
new hampshire,2002-11-05,g,np,congress,2002-11-05-g-NH,NH
new jersey,2002-11-05,g,np,congress,2002-11-05-g-NJ,NJ
new mexico,2002-11-05,g,np,congress,2002-11-05-g-NM,NM
new york,2002-11-05,g,np,congress,2002-11-05-g-NY,NY
north carolina,2002-11-05,g,np,congress,2002-11-05-g-NC,NC
north dakota,2002-11-05,g,np,congress,2002-11-05-g-ND,ND
ohio,2002-11-05,g,np,congress,2002-11-05-g-OH,OH
oklahoma,2002-11-05,g,np,congress,2002-11-05-g-OK,OK
oregon,2002-11-05,g,np,congress,2002-11-05-g-OR,OR
maryland,2002-11-05,g,np,congress,2002-11-05-g-MD,MD
massachusetts,2002-11-05,g,np,congress,2002-11-05-g-MA,MA
michigan,2002-11-05,g,np,congress,2002-11-05-g-MI,MI
minnesota,2002-11-05,g,np,congress,2002-11-05-g-MN,MN
mississippi,2002-11-05,g,np,congress,2002-11-05-g-MS,MS
missouri,2002-11-05,g,np,congress,2002-11-05-g-MO,MO
pennsylvania,2002-11-05,g,np,congress,2002-11-05-g-PA,PA
rhode island,2002-11-05,g,np,congress,2002-11-05-g-RI,RI
south carolina,2002-11-05,g,np,congress,2002-11-05-g-SC,SC
south dakota,2002-11-05,g,np,congress,2002-11-05-g-SD,SD
tennessee,2002-11-05,g,np,congress,2002-11-05-g-TN,TN
texas,2002-11-05,g,np,congress,2002-11-05-g-TX,TX
utah,2002-11-05,g,np,congress,2002-11-05-g-UT,UT
vermont,2002-11-05,g,np,congress,2002-11-05-g-VT,VT
virginia,2002-11-05,g,np,congress,2002-11-05-g-VA,VA
washington,2002-11-05,g,np,congress,2002-11-05-g-WA,WA
west virginia,2002-11-05,g,np,congress,2002-11-05-g-WV,WV
wisconsin,2002-11-05,g,np,congress,2002-11-05-g-WI,WI
wyoming,2002-11-05,g,np,congress,2002-11-05-g-WY,WY
alaska,2002-11-05,g,np,congress,2002-11-05-g-AK,AK
hawaii,2002-11-05,g,np,congress,2002-11-05-g-HI,HI
guam,2002-11-05,g,np,congress,2002-11-05-g-GU,GU
american samoa,2002-11-05,g,np,congress,2002-11-05-g-AS,AS
northern mariana islands,2002-11-05,g,np,congress,2002-11-05-g-MP,MP
virgin islands,2002-11-05,g,np,congress,2002-11-05-g-VI,VI
puerto rico,2002-11-05,g,np,congress,2002-11-05-g-PR,PR
alabama,2004-11-02,g,np,congress,2004-11-02-g-AL,AL
arizona,2004-11-02,g,np,congress,2004-11-02-g-AZ,AZ
arkansas,2004-11-02,g,np,congress,2004-11-02-g-AR,AR
california,2004-11-02,g,np,congress,2004-11-02-g-CA,CA
colorado,2004-11-02,g,np,congress,2004-11-02-g-CO,CO
connecticut,2004-11-02,g,np,congress,2004-11-02-g-CT,CT
delaware,2004-11-02,g,np,congress,2004-11-02-g-DE,DE
district of columbia,2004-11-02,g,np,congress,2004-11-02-g-DC,DC
florida,2004-11-02,g,np,congress,2004-11-02-g-FL,FL
georgia,2004-11-02,g,np,congress,2004-11-02-g-GA,GA
idaho,2004-11-02,g,np,congress,2004-11-02-g-ID,ID
illinois,2004-11-02,g,np,congress,2004-11-02-g-IL,IL
indiana,2004-11-02,g,np,congress,2004-11-02-g-IN,IN
iowa,2004-11-02,g,np,congress,2004-11-02-g-IA,IA
kansas,2004-11-02,g,np,congress,2004-11-02-g-KS,KS
kentucky,2004-11-02,g,np,congress,2004-11-02-g-KY,KY
louisiana,2004-11-02,g,np,congress,2004-11-02-g-LA,LA
maine,2004-11-02,g,np,congress,2004-11-02-g-ME,ME
montana,2004-11-02,g,np,congress,2004-11-02-g-MT,MT
nebraska,2004-11-02,g,np,congress,2004-11-02-g-NE,NE
nevada,2004-11-02,g,np,congress,2004-11-02-g-NV,NV
new hampshire,2004-11-02,g,np,congress,2004-11-02-g-NH,NH
new jersey,2004-11-02,g,np,congress,2004-11-02-g-NJ,NJ
new mexico,2004-11-02,g,np,congress,2004-11-02-g-NM,NM
new york,2004-11-02,g,np,congress,2004-11-02-g-NY,NY
north carolina,2004-11-02,g,np,congress,2004-11-02-g-NC,NC
north dakota,2004-11-02,g,np,congress,2004-11-02-g-ND,ND
ohio,2004-11-02,g,np,congress,2004-11-02-g-OH,OH
oklahoma,2004-11-02,g,np,congress,2004-11-02-g-OK,OK
oregon,2004-11-02,g,np,congress,2004-11-02-g-OR,OR
maryland,2004-11-02,g,np,congress,2004-11-02-g-MD,MD
massachusetts,2004-11-02,g,np,congress,2004-11-02-g-MA,MA
michigan,2004-11-02,g,np,congress,2004-11-02-g-MI,MI
minnesota,2004-11-02,g,np,congress,2004-11-02-g-MN,MN
mississippi,2004-11-02,g,np,congress,2004-11-02-g-MS,MS
missouri,2004-11-02,g,np,congress,2004-11-02-g-MO,MO
pennsylvania,2004-11-02,g,np,congress,2004-11-02-g-PA,PA
rhode island,2004-11-02,g,np,congress,2004-11-02-g-RI,RI
south carolina,2004-11-02,g,np,congress,2004-11-02-g-SC,SC
south dakota,2004-11-02,g,np,congress,2004-11-02-g-SD,SD
tennessee,2004-11-02,g,np,congress,2004-11-02-g-TN,TN
texas,2004-11-02,g,np,congress,2004-11-02-g-TX,TX
utah,2004-11-02,g,np,congress,2004-11-02-g-UT,UT
vermont,2004-11-02,g,np,congress,2004-11-02-g-VT,VT
virginia,2004-11-02,g,np,congress,2004-11-02-g-VA,VA
washington,2004-11-02,g,np,congress,2004-11-02-g-WA,WA
west virginia,2004-11-02,g,np,congress,2004-11-02-g-WV,WV
wisconsin,2004-11-02,g,np,congress,2004-11-02-g-WI,WI
wyoming,2004-11-02,g,np,congress,2004-11-02-g-WY,WY
alaska,2004-11-02,g,np,congress,2004-11-02-g-AK,AK
hawaii,2004-11-02,g,np,congress,2004-11-02-g-HI,HI
guam,2004-11-02,g,np,congress,2004-11-02-g-GU,GU
american samoa,2004-11-02,g,np,congress,2004-11-02-g-AS,AS
northern mariana islands,2004-11-02,g,np,congress,2004-11-02-g-MP,MP
virgin islands,2004-11-02,g,np,congress,2004-11-02-g-VI,VI
puerto rico,2004-11-02,g,np,congress,2004-11-02-g-PR,PR
alabama,2006-11-07,g,np,congress,2006-11-07-g-AL,AL
arizona,2006-11-07,g,np,congress,2006-11-07-g-AZ,AZ
arkansas,2006-11-07,g,np,congress,2006-11-07-g-AR,AR
